2026-01-04T16:34:06.949Z,32.99,73.65,73.94,98.72,89.5
2026-01-04T23:49:30.749Z,32.53,67.69,70.01,94.9,88.52
2026-01-04T23:49:35.753Z,31.8,87.62,80.03,99.7,66.94
2026-01-04T23:49:40.753Z,32.38,85.92,74.16,82.94,70.75
2026-01-04T23:49:45.751Z,32.5,99.69,76.38,89.45,63.26
2026-01-04T23:49:50.752Z,30.94,84.03,79.21,96.49,65.48
2026-01-04T23:49:55.752Z,33.78,60.14,78.12,82.51,77.19
2026-01-04T23:50:00.754Z,32.76,85.48,79.78,64.64,73.8
2026-01-04T23:50:05.755Z,30.48,80.22,94.79,86.79,68.66
2026-01-04T23:50:10.756Z,32.24,96.83,80.92,78.96,64.5
2026-01-04T23:50:15.758Z,34.93,81.85,97.75,66.39,85.53
2026-01-04T23:50:20.768Z,34.98,94.56,99.97,77.15,77.42
2026-01-04T23:50:25.774Z,33.19,69.68,88.62,80.47,87.78
2026-01-04T23:50:30.846Z,34.55,65.92,83.62,98.98,87.77
2026-01-04T23:50:35.763Z,34.95,84.18,65.41,75,77.3
2026-01-04T23:50:40.762Z,34.11,73.68,85.55,67.86,81.85
2026-01-04T23:50:45.762Z,30.65,67.7,99.59,70.67,90.51
2026-01-04T23:50:50.762Z,30.57,94.27,69.25,86.47,63.15
2026-01-04T23:50:55.765Z,32.45,88.31,62.33,83.43,94.54
2026-01-04T23:51:00.765Z,31.44,74.89,92.51,69.19,66.39
2026-01-04T23:51:05.767Z,34.85,64.24,86.11,76.4,86.18
2026-01-04T23:51:10.774Z,30.21,76.44,72.54,86.36,99.15
2026-01-04T23:51:15.770Z,30.83,92.41,84.4,65.07,69.17
2026-01-04T23:51:20.773Z,34.09,81.62,62.64,93.82,78.68
2026-01-04T23:51:25.772Z,30.36,82.73,63.98,99.68,68.9
2026-01-04T23:51:30.773Z,34.83,97.3,73.24,74.72,74.77
2026-01-04T23:51:35.779Z,30.74,86.81,93,60.63,83.99
2026-01-04T23:51:40.777Z,34.68,90.3,99.36,87.25,72.11
2026-01-04T23:51:45.778Z,33.69,92.94,64.57,78.81,98.07
2026-01-04T23:51:50.780Z,32.37,97.79,72.86,89.87,95.38
2026-01-04T23:51:55.780Z,33.36,60.15,67.67,68.59,71.81
2026-01-04T23:52:00.782Z,34.99,66.93,60.84,90.9,82.72
2026-01-04T23:52:05.783Z,31.95,94.23,95.2,79.93,67.55
2026-01-04T23:52:10.783Z,31.63,85.94,61.63,77.27,75.26
2026-01-04T23:52:15.785Z,33.96,88.87,87.42,90.76,94.26
2026-01-04T23:52:20.786Z,32.52,85.63,64.37,80.77,91.16
2026-01-04T23:55:08.830Z,32.28,84.8,80.47,66.46,61.43
2026-01-04T23:55:13.617Z,30.56,81.1,81.6,86.94,84.54
2026-01-04T23:55:18.620Z,34.15,82.98,60.73,92.05,61.2
2026-01-04T23:55:23.621Z,31.67,69.44,86.48,84.86,65.77
2026-01-04T23:55:28.619Z,33.08,75.19,71.19,91.5,78.99
2026-01-04T23:55:33.628Z,30.85,66.79,76.21,87.1,74.22
2026-01-04T23:55:38.627Z,33.1,98.2,68.13,84.71,70.96
2026-01-04T23:55:43.625Z,31.62,99.81,68.7,83.5,68.07
2026-01-04T23:56:14.174Z | {"temp":33.92,"hum":95.73,"hum1":96.21,"hum2":67.96,"hum3":61.53,"hum4":80.33}
2026-01-04T23:56:18.632Z | {"temp":33.93,"hum":61.63,"hum1":98.65,"hum2":79.75,"hum3":67.96,"hum4":85.66}
2026-01-04T23:56:23.633Z | {"temp":30.19,"hum":79.86,"hum1":96.77,"hum2":75.6,"hum3":88.02,"hum4":73.53}
2026-01-04T23:56:28.917Z | {"temp":30.24,"hum":82.71,"hum1":82.45,"hum2":67.33,"hum3":84.08,"hum4":89.53}
2026-01-04T23:56:33.636Z | {"temp":30.77,"hum":75.03,"hum1":85.57,"hum2":83.6,"hum3":67.4,"hum4":98.05}
2026-01-04T23:56:38.637Z | {"temp":33.75,"hum":80.07,"hum1":70.92,"hum2":80.9,"hum3":70.09,"hum4":98.32}
2026-01-04T23:56:43.638Z | {"temp":30.79,"hum":68.58,"hum1":97.77,"hum2":95.27,"hum3":89.7,"hum4":62.18}
2026-01-04T23:56:48.642Z | {"temp":31.65,"hum":89.75,"hum1":77.33,"hum2":81.35,"hum3":67.62,"hum4":80.22}
2026-01-04T23:56:53.639Z | {"temp":32.83,"hum":68.24,"hum1":73.76,"hum2":74.88,"hum3":62.68,"hum4":94.92}
2026-01-04T23:56:58.641Z | {"temp":31.33,"hum":85.16,"hum1":73.66,"hum2":60.01,"hum3":69.73,"hum4":75.83}
2026-01-04T23:57:03.641Z | {"temp":33.43,"hum":98.44,"hum1":74.16,"hum2":99.19,"hum3":96.22,"hum4":60.48}
2026-01-04T23:57:08.643Z | {"temp":32.42,"hum":75.28,"hum1":87.48,"hum2":65.47,"hum3":62.75,"hum4":95.51}
2026-01-04T23:57:13.646Z | {"temp":31.87,"hum":83.57,"hum1":87.13,"hum2":68.92,"hum3":69.28,"hum4":90.03}
2026-01-04T23:57:18.645Z | {"temp":30.99,"hum":93.7,"hum1":85.3,"hum2":99.54,"hum3":78.39,"hum4":90.27}
2026-01-04T23:57:23.698Z | {"temp":33.95,"hum":82.46,"hum1":96.5,"hum2":74.85,"hum3":99.58,"hum4":77.75}
2026-01-04T23:57:28.647Z | {"temp":30.29,"hum":60.17,"hum1":61.23,"hum2":94.98,"hum3":87.58,"hum4":85.48}
2026-01-04T23:57:33.650Z | {"temp":31.44,"hum":82.43,"hum1":90.73,"hum2":71.49,"hum3":66.46,"hum4":69.68}
2026-01-04T23:57:38.729Z | {"temp":30.63,"hum":97.36,"hum1":98.23,"hum2":61.17,"hum3":77.66,"hum4":72.84}
2026-01-04T23:57:43.652Z | {"temp":34.25,"hum":77.03,"hum1":65.94,"hum2":74.89,"hum3":87.38,"hum4":65.39}
2026-01-04T23:57:48.653Z | {"temp":34.21,"hum":83.85,"hum1":83.63,"hum2":80.66,"hum3":84.85,"hum4":89.55}
2026-01-04T23:57:53.665Z | {"temp":34.15,"hum":60.75,"hum1":69.24,"hum2":84.26,"hum3":86.97,"hum4":96.27}
2026-01-04T23:57:58.670Z | {"temp":30.99,"hum":61.4,"hum1":91.22,"hum2":69.71,"hum3":89.1,"hum4":81.88}
2026-01-04T23:58:08.100Z | {"temp":32.77,"hum":75.33,"hum1":97.85,"hum2":91.59,"hum3":88.76,"hum4":76.85}
2026-01-04T23:58:12.870Z | {"temp":34.84,"hum":71.21,"hum1":76.24,"hum2":68.49,"hum3":78.86,"hum4":60.67}
2026-01-04T23:58:17.873Z | {"temp":33.84,"hum":97.02,"hum1":94.42,"hum2":99.07,"hum3":99.62,"hum4":95.66}
2026-01-04T23:58:22.883Z | {"temp":30.84,"hum":76.13,"hum1":70.89,"hum2":73.66,"hum3":97.16,"hum4":66.26}
2026-01-04T23:58:28.185Z | {"temp":32.88,"hum":76.99,"hum1":96.5,"hum2":86.96,"hum3":99.1,"hum4":65.82}
2026-01-04T23:58:32.875Z | {"temp":34.61,"hum":96.56,"hum1":77.81,"hum2":71.84,"hum3":71.91,"hum4":71.75}
2026-01-04T23:58:37.885Z | {"temp":34.8,"hum":68.13,"hum1":70.15,"hum2":61.89,"hum3":94.94,"hum4":89.08}
2026-01-04T23:58:42.876Z | {"temp":33.73,"hum":94.75,"hum1":66.27,"hum2":74.28,"hum3":76.44,"hum4":65.7}
2026-01-04T23:58:47.950Z | {"temp":31.7,"hum":99.18,"hum1":72.45,"hum2":95.51,"hum3":60.64,"hum4":64.46}
2026-01-04T23:58:52.879Z | {"temp":32.5,"hum":99.62,"hum1":79.21,"hum2":70.14,"hum3":76.49,"hum4":79.18}
2026-01-04T23:58:57.887Z | {"temp":31.62,"hum":93.33,"hum1":92.15,"hum2":81.9,"hum3":76.17,"hum4":61.16}
2026-01-04T23:59:02.881Z | {"temp":33.08,"hum":85.45,"hum1":65.94,"hum2":70.57,"hum3":62.22,"hum4":75.06}
2026-01-04T23:59:07.885Z | {"temp":32,"hum":84.13,"hum1":70,"hum2":63.25,"hum3":81.04,"hum4":91.31}
2026-01-04T23:59:12.885Z | {"temp":32.03,"hum":81.84,"hum1":61.81,"hum2":77.25,"hum3":89.11,"hum4":64.09}
2026-01-05T00:00:02.673Z | {"temp":32.13,"hum":74.82,"hum1":89.09,"hum2":73.85,"hum3":74.41,"hum4":74.62}
2026-01-05T00:00:06.999Z | {"temp":33.49,"hum":91.95,"hum1":79.12,"hum2":67.7,"hum3":97.98,"hum4":61.63}
2026-01-05T00:00:12.282Z | {"temp":34.16,"hum":72.08,"hum1":92.22,"hum2":63.15,"hum3":68.12,"hum4":70.12}
2026-01-05T00:00:17.002Z | {"temp":31.26,"hum":72.82,"hum1":64.5,"hum2":96.36,"hum3":79.72,"hum4":83.11}
2026-01-05T00:00:22.003Z | {"temp":33.08,"hum":79.88,"hum1":85.99,"hum2":68.18,"hum3":96.56,"hum4":72.78}
2026-01-05T00:00:27.004Z | {"temp":33.11,"hum":98.56,"hum1":88.65,"hum2":67.66,"hum3":81.36,"hum4":96.04}
2026-01-05T00:00:32.006Z | {"temp":30.86,"hum":97.05,"hum1":86.85,"hum2":96.98,"hum3":85.68,"hum4":98.85}
2026-01-05T00:00:37.298Z | {"temp":33.78,"hum":73.23,"hum1":73.19,"hum2":79.45,"hum3":93.31,"hum4":97.21}
2026-01-05T00:00:42.006Z | {"temp":33.83,"hum":84.87,"hum1":69.84,"hum2":96.75,"hum3":68.81,"hum4":99.92}
2026-01-05T00:00:47.329Z | {"temp":33.22,"hum":92.34,"hum1":91.6,"hum2":93.46,"hum3":72.04,"hum4":94.51}
2026-01-05T00:00:52.068Z | {"temp":31.05,"hum":71.53,"hum1":63.69,"hum2":97.47,"hum3":70.42,"hum4":87.95}
2026-01-05T00:00:57.009Z | {"temp":34,"hum":97.03,"hum1":67.09,"hum2":96.63,"hum3":91.97,"hum4":90.06}
2026-01-05T00:01:02.167Z | {"temp":34.34,"hum":63.22,"hum1":90.45,"hum2":79.09,"hum3":62.98,"hum4":87.46}
2026-01-05T00:01:07.012Z | {"temp":34.99,"hum":71.97,"hum1":89.43,"hum2":85.13,"hum3":88.31,"hum4":70.47}
2026-01-05T00:01:12.013Z | {"temp":30.08,"hum":61.5,"hum1":88.03,"hum2":70.68,"hum3":93.03,"hum4":84.81}
2026-01-05T00:01:17.018Z | {"temp":32.98,"hum":64.87,"hum1":81.4,"hum2":92.97,"hum3":99.39,"hum4":62.35}
2026-01-05T00:01:22.016Z | {"temp":34.65,"hum":72.45,"hum1":79.29,"hum2":66.54,"hum3":86.29,"hum4":61.18}
2026-01-05T00:01:27.016Z | {"temp":33.57,"hum":65,"hum1":80.16,"hum2":93.67,"hum3":81.24,"hum4":82.92}
2026-01-05T00:01:32.024Z | {"temp":33.47,"hum":98,"hum1":64.24,"hum2":85.41,"hum3":65.13,"hum4":96.47}
2026-01-05T00:01:37.018Z | {"temp":32.85,"hum":66.22,"hum1":62.67,"hum2":98.74,"hum3":85.57,"hum4":70.99}
2026-01-05T00:01:42.020Z | {"temp":31.12,"hum":74.44,"hum1":77.97,"hum2":62.71,"hum3":63.88,"hum4":73.35}
2026-01-05T00:01:47.020Z | {"temp":32.44,"hum":95.77,"hum1":93.86,"hum2":72.95,"hum3":71.13,"hum4":93.25}
2026-01-05T00:01:52.029Z | {"temp":34.83,"hum":97.57,"hum1":73.69,"hum2":99.41,"hum3":78.7,"hum4":97.43}
2026-01-05T00:01:57.025Z | {"temp":32.84,"hum":85.83,"hum1":75.13,"hum2":83.81,"hum3":93.51,"hum4":77.72}
2026-01-05T00:02:02.026Z | {"temp":30.77,"hum":79.41,"hum1":92.91,"hum2":97.04,"hum3":71.23,"hum4":87.4}
2026-01-05T00:02:07.028Z | {"temp":32.29,"hum":92.9,"hum1":91.44,"hum2":71.62,"hum3":86.22,"hum4":70.43}
2026-01-05T00:02:12.027Z | {"temp":31.57,"hum":96.1,"hum1":80.62,"hum2":62.32,"hum3":97.03,"hum4":67.89}
2026-01-05T00:02:17.029Z | {"temp":32.89,"hum":99.9,"hum1":93.4,"hum2":80.71,"hum3":91.16,"hum4":67.47}
2026-01-05T00:02:22.032Z | {"temp":33.45,"hum":62.85,"hum1":93.05,"hum2":71.28,"hum3":74.52,"hum4":61.76}
2026-01-05T00:02:27.031Z | {"temp":32.95,"hum":89.69,"hum1":65,"hum2":65.03,"hum3":75.3,"hum4":72.58}
2026-01-05T00:02:32.033Z | {"temp":30.55,"hum":95.47,"hum1":97.43,"hum2":66.6,"hum3":90.14,"hum4":79.35}
2026-01-05T00:02:37.038Z | {"temp":31.48,"hum":65.08,"hum1":62.97,"hum2":83.55,"hum3":89.81,"hum4":80.45}
2026-01-05T00:02:42.039Z | {"temp":31.82,"hum":88.93,"hum1":84.83,"hum2":90.87,"hum3":96.98,"hum4":80.93}
2026-01-05T00:02:47.353Z | {"temp":34.21,"hum":60.09,"hum1":72.07,"hum2":81.14,"hum3":92.81,"hum4":97.74}
2026-01-05T00:02:52.040Z | {"temp":32.53,"hum":95.38,"hum1":64.74,"hum2":69.65,"hum3":65.63,"hum4":61.51}
2026-01-05T00:02:57.140Z | {"temp":33.19,"hum":92.18,"hum1":97.47,"hum2":78.85,"hum3":60.21,"hum4":74.04}
2026-01-05T00:03:02.374Z | {"temp":33.63,"hum":64.72,"hum1":71.1,"hum2":82.32,"hum3":99.21,"hum4":73.96}
2026-01-05T00:03:07.042Z | {"temp":30.89,"hum":70.29,"hum1":72.04,"hum2":92.22,"hum3":91.5,"hum4":63.2}
2026-01-05T00:03:12.044Z | {"temp":33.31,"hum":85.7,"hum1":90.84,"hum2":85.22,"hum3":91.32,"hum4":95.97}
